City,State,Wind Speed,Date
OLYMPIA,WA,5.2,8/1/2022
QUILLAYUTE,WA,4.4,8/1/2022
SEATTLE,WA,7,8/1/2022
SPOKANE,WA,8.1,8/1/2022
WALLA WALLA,WA,7.9,8/1/2022
YAKIMA,WA,6.7,8/1/2022
BECKLEY,WV,5.2,8/1/2022
CHARLESTON,WV,3.1,8/1/2022
ELKINS,WV,3.1,8/1/2022
HUNTINGTON,WV,4.2,8/1/2022
GREEN BAY,WI,6.6,8/1/2022
LA CROSSE,WI,7.1,8/1/2022
MADISON,WI,6.3,8/1/2022
MILWAUKEE,WI,8.4,8/1/2022
CASPER,WY,9.5,8/1/2022
CHEYENNE,WY,9.8,8/1/2022
LANDER,WY,7,8/1/2022
SHERIDAN,WY,6.3,8/1/2022
GUAM,PC,7,8/1/2022
KOROR,PC,6.6,8/1/2022
SAN JUAN,PR,8.4,8/1/2022
BIRMINGHAM,AL,5.3,9/1/2022
HUNTSVILLE,AL,6,9/1/2022
MOBILE,AL,6.6,9/1/2022
MONTGOMERY,AL,5.4,9/1/2022
ANCHORAGE,AK,6.8,9/1/2022
ANNETTE,AK,6.9,9/1/2022
BARROW,AK,12.9,9/1/2022
BETHEL,AK,10.5,9/1/2022
BETTLES,AK,5.3,9/1/2022
BIG DELTA,AK,8.5,9/1/2022
COLD BAY,AK,15.8,9/1/2022
FAIRBANKS,AK,4.8,9/1/2022
GULKANA,AK,7,9/1/2022
HOMER,AK,6.5,9/1/2022
JUNEAU,AK,7.6,9/1/2022
KING SALMON,AK,9.4,9/1/2022
KODIAK,AK,9.6,9/1/2022
KOTZEBUE,AK,12.2,9/1/2022
MCGRATH,AK,4.9,9/1/2022
NOME,AK,10,9/1/2022
TALKEETNA,AK,3.3,9/1/2022
VALDEZ,AK,4.4,9/1/2022
YAKUTAT,AK,5.5,9/1/2022
FLAGSTAFF,AZ,5,9/1/2022
PHOENIX,AZ,6.2,9/1/2022
TUCSON,AZ,7.7,9/1/2022
WINSLOW,AZ,7.2,9/1/2022
FORT SMITH,AR,6,9/1/2022
LITTLE ROCK,AR,5.9,9/1/2022
BAKERSFIELD,CA,6.3,9/1/2022
BISHOP,CA,7.6,9/1/2022
BLUE CANYON,CA,5,9/1/2022
FRESNO,CA,6,9/1/2022
LONG BEACH,CA,5.6,9/1/2022
LOS ANGELES,CA,1.7,9/1/2022
REDDING,CA,5.6,9/1/2022
SACRAMENTO,CA,5.8,9/1/2022
SAN DIEGO,CA,6.6,9/1/2022
SAN FRANCISCO,CA,11.1,9/1/2022
SANTA BARBARA,CA,5.2,9/1/2022
SANTA MARIA,CA,6.5,9/1/2022
STOCKTON,CA,7.3,9/1/2022
ALAMOSA,CO,6.7,9/1/2022
COLORADO SPRINGS,CO,9,9/1/2022
DENVER,CO,7.4,9/1/2022
GRAND JUNCTION,CO,8.4,9/1/2022
PUEBLO,CO,7.8,9/1/2022
BRIDGEPORT,CT,9.1,9/1/2022
HARTFORD,CT,6.7,9/1/2022
WILMINGTON,DE,7.4,9/1/2022
WASHINGTON DULLES,DC,6,9/1/2022
DAYTONA BEACH,FL,6.7,9/1/2022
FORT MYERS,FL,6.4,9/1/2022
GAINESVILLE,FL,5.5,9/1/2022
JACKSONVILLE,FL,6.3,9/1/2022
KEY WEST,FL,8.8,9/1/2022
MIAMI,FL,7.4,9/1/2022
ORLANDO,FL,7,9/1/2022
PENSACOLA,FL,7,9/1/2022
TALLAHASSEE,FL,5.4,9/1/2022
TAMPA,FL,6.2,9/1/2022
VERO BEACH,FL,7.3,9/1/2022
WEST PALM BEACH,FL,8.4,9/1/2022
ATHENS,GA,5.4,9/1/2022
ATLANTA,GA,7.6,9/1/2022
AUGUSTA,GA,4.7,9/1/2022
COLUMBUS,GA,5.8,9/1/2022
MACON,GA,5.3,9/1/2022
SAVANNAH,GA,6.6,9/1/2022
HILO,HI,6.5,9/1/2022
HONOLULU,HI,10.2,9/1/2022
KAHULUI,HI,13,9/1/2022
LIHUE,HI,12.7,9/1/2022
BOISE,ID,7.1,9/1/2022
LEWISTON,ID,4.9,9/1/2022
POCATELLO,ID,8.4,9/1/2022
CHICAGO,IL,8.5,9/1/2022
MOLINE,IL,6.8,9/1/2022
PEORIA,IL,6.6,9/1/2022
ROCKFORD,IL,7.6,9/1/2022
SPRINGFIELD,IL,7.1,9/1/2022
EVANSVILLE,IN,5.3,9/1/2022
FORT WAYNE,IN,6.9,9/1/2022
INDIANAPOLIS,IN,7.9,9/1/2022
SOUTH BEND,IN,7.3,9/1/2022
DES MOINES,IA,8.8,9/1/2022
DUBUQUE,IA,8.7,9/1/2022
SIOUX CITY,IA,9.1,9/1/2022
WATERLOO,IA,8.4,9/1/2022
CONCORDIA,KS,10.5,9/1/2022
DODGE CITY,KS,12.9,9/1/2022
GOODLAND,KS,11.4,9/1/2022
TOPEKA,KS,6.9,9/1/2022
WICHITA,KS,10.9,9/1/2022
JACKSON,KY,3.5,9/1/2022
LEXINGTON,KY,6.4,9/1/2022
LOUISVILLE,KY,6.4,9/1/2022
PADUCAH,KY,5.1,9/1/2022
BATON ROUGE,LA,5.4,9/1/2022
LAKE CHARLES,LA,6.5,9/1/2022
NEW ORLEANS,LA,7.2,9/1/2022
SHREVEPORT,LA,6.2,9/1/2022
CARIBOU,ME,7.1,9/1/2022
PORTLAND,ME,7,9/1/2022
BALTIMORE,MD,6.3,9/1/2022
BOSTON,MA,10.4,9/1/2022
WORCESTER,MA,8.8,9/1/2022
ALPENA,MI,6.6,9/1/2022
DETROIT,MI,7.7,9/1/2022
FLINT,MI,7.5,9/1/2022
GRAND RAPIDS,MI,7.8,9/1/2022
HOUGHTON LAKE,MI,7.1,9/1/2022
LANSING,MI,7.2,9/1/2022
MUSKEGON,MI,8.4,9/1/2022
DULUTH,MN,9.5,9/1/2022
INTERNATIONAL FALLS,MN,7.3,9/1/2022
ROCHESTER,MN,10.5,9/1/2022
SAINT CLOUD,MN,7.6,9/1/2022
JACKSON,MS,5.3,9/1/2022
MERIDIAN,MS,5,9/1/2022
TUPELO,MS,5.7,9/1/2022
COLUMBIA,MO,8,9/1/2022
KANSAS CITY,MO,9.3,9/1/2022
SPRINGFIELD,MO,7.9,9/1/2022
BILLINGS,MT,9.3,9/1/2022
GLASGOW,MT,10.5,9/1/2022
GREAT FALLS,MT,10,9/1/2022
HAVRE,MT,8.6,9/1/2022
HELENA,MT,6.4,9/1/2022
KALISPELL,MT,5.1,9/1/2022
MISSOULA,MT,5.1,9/1/2022
GRAND ISLAND,NE,10.3,9/1/2022
LINCOLN,NE,9.3,9/1/2022
NORFOLK,NE,9.9,9/1/2022
NORTH PLATTE,NE,8.8,9/1/2022
OMAHA,NE,9.3,9/1/2022
SCOTTSBLUFF,NE,8.5,9/1/2022
VALENTINE,NE,9.8,9/1/2022
ELKO,NV,5.3,9/1/2022
ELY,NV,9.4,9/1/2022
LAS VEGAS,NV,8,9/1/2022
RENO,NV,5.6,9/1/2022
WINNEMUCCA,NV,7.1,9/1/2022
CONCORD,NH,4.8,9/1/2022
ATLANTIC CITY,NJ,7.4,9/1/2022
NEWARK,NJ,8.7,9/1/2022
ALBUQUERQUE,NM,7.6,9/1/2022
CLAYTON,NM,11.4,9/1/2022
ROSWELL,NM,7.9,9/1/2022
ALBANY,NY,6.3,9/1/2022
BINGHAMTON,NY,7.6,9/1/2022
BUFFALO,NY,8.5,9/1/2022
ISLIP,NY,7.9,9/1/2022
NEW YORK JFK AP,NY,9.8,9/1/2022
ROCHESTER,NY,7.3,9/1/2022
SYRACUSE,NY,6.8,9/1/2022
ASHEVILLE,NC,4.7,9/1/2022
CAPE HATTERAS,NC,9.4,9/1/2022
CHARLOTTE,NC,6.1,9/1/2022
RALEIGH,NC,5.9,9/1/2022
WILMINGTON,NC,7.2,9/1/2022
BISMARCK,ND,9,9/1/2022
FARGO,ND,10.5,9/1/2022
GRAND FORKS,ND,9.8,9/1/2022
WILLISTON,ND,8.7,9/1/2022
AKRON,OH,7.5,9/1/2022
CINCINNATI,OH,6.7,9/1/2022
CLEVELAND,OH,8.1,9/1/2022
COLUMBUS,OH,5.9,9/1/2022
DAYTON,OH,7.6,9/1/2022
MANSFIELD,OH,7.9,9/1/2022
TOLEDO,OH,6.7,9/1/2022
YOUNGSTOWN,OH,7,9/1/2022
OKLAHOMA CITY,OK,9.7,9/1/2022
TULSA,OK,8,9/1/2022
ASTORIA,OR,6.8,9/1/2022
BURNS,OR,6.3,9/1/2022
EUGENE,OR,6.8,9/1/2022
MEDFORD,OR,3.7,9/1/2022
PENDLETON,OR,7.7,9/1/2022
PORTLAND,OR,6.1,9/1/2022
SALEM,OR,5.5,9/1/2022
SEXTON SUMMIT,OR,7,9/1/2022
ALLENTOWN,PA,6,9/1/2022
ERIE,PA,8.9,9/1/2022
PHILADELPHIA,PA,8.1,9/1/2022
PITTSBURGH,PA,6.2,9/1/2022
AVOCA,PA,5.9,9/1/2022
WILLIAMSPORT,PA,5.1,9/1/2022
PROVIDENCE,RI,8.1,9/1/2022
CHARLESTON,SC,7.3,9/1/2022
COLUMBIA,SC,5.5,9/1/2022
ABERDEEN,SD,10.1,9/1/2022
HURON,SD,9.8,9/1/2022
RAPID CITY,SD,10.1,9/1/2022
SIOUX FALLS,SD,9.6,9/1/2022
CHATTANOOGA,TN,4,9/1/2022
KNOXVILLE,TN,4.8,9/1/2022
MEMPHIS,TN,7,9/1/2022
NASHVILLE,TN,5.8,9/1/2022
ABILENE,TX,9.1,9/1/2022
AMARILLO,TX,12.1,9/1/2022
AUSTIN,TX,5.4,9/1/2022
BROWNSVILLE,TX,7.9,9/1/2022
CORPUS CHRISTI,TX,9.7,9/1/2022
DALLAS,TX,7.9,9/1/2022
DEL RIO,TX,7.7,9/1/2022
EL PASO,TX,6.9,9/1/2022
GALVESTON,TX,9.9,9/1/2022
HOUSTON,TX,6.3,9/1/2022
LUBBOCK,TX,10.2,9/1/2022
PORT ARTHUR,TX,7.2,9/1/2022
SAN ANGELO,TX,7.9,9/1/2022
SAN ANTONIO,TX,7.3,9/1/2022
VICTORIA,TX,7.8,9/1/2022
WACO,TX,8.4,9/1/2022
WICHITA FALLS,TX,9.6,9/1/2022
SALT LAKE CITY,UT,8.7,9/1/2022
BURLINGTON,VT,7.4,9/1/2022
LYNCHBURG,VA,4.9,9/1/2022
NORFOLK,VA,9.1,9/1/2022
RICHMOND,VA,6.8,9/1/2022
ROANOKE,VA,5.1,9/1/2022
WALLOPS ISLAND,VA,8.7,9/1/2022
OLYMPIA,WA,4.9,9/1/2022
QUILLAYUTE,WA,4.3,9/1/2022
SEATTLE,WA,7,9/1/2022
SPOKANE,WA,7.9,9/1/2022
WALLA WALLA,WA,7.3,9/1/2022
YAKIMA,WA,6.3,9/1/2022
BECKLEY,WV,5.8,9/1/2022
CHARLESTON,WV,3.2,9/1/2022
ELKINS,WV,3.3,9/1/2022
HUNTINGTON,WV,4.5,9/1/2022
GREEN BAY,WI,7.5,9/1/2022
LA CROSSE,WI,8,9/1/2022
MADISON,WI,7,9/1/2022
MILWAUKEE,WI,9,9/1/2022
CASPER,WY,10.1,9/1/2022
CHEYENNE,WY,10.5,9/1/2022
LANDER,WY,6.4,9/1/2022
SHERIDAN,WY,6.5,9/1/2022
GUAM,PC,6.7,9/1/2022
KOROR,PC,6.4,9/1/2022
SAN JUAN,PR,6.8,9/1/2022
BIRMINGHAM,AL,5.5,10/1/2022
HUNTSVILLE,AL,6.5,10/1/2022
MOBILE,AL,7,10/1/2022
MONTGOMERY,AL,5.4,10/1/2022
ANCHORAGE,AK,6.5,10/1/2022
ANNETTE,AK,8.2,10/1/2022
BARROW,AK,13.9,10/1/2022
BETHEL,AK,11.4,10/1/2022
BETTLES,AK,5.2,10/1/2022
BIG DELTA,AK,9.2,10/1/2022
COLD BAY,AK,16.1,10/1/2022
FAIRBANKS,AK,4,10/1/2022
GULKANA,AK,5,10/1/2022
HOMER,AK,6.6,10/1/2022
JUNEAU,AK,8.2,10/1/2022
KING SALMON,AK,9.4,10/1/2022
KODIAK,AK,10.9,10/1/2022
KOTZEBUE,AK,13,10/1/2022
MCGRATH,AK,4.5,10/1/2022
NOME,AK,9.5,10/1/2022
TALKEETNA,AK,3.7,10/1/2022
VALDEZ,AK,6.1,10/1/2022
YAKUTAT,AK,5.8,10/1/2022
FLAGSTAFF,AZ,5.7,10/1/2022
PHOENIX,AZ,5.5,10/1/2022
TUCSON,AZ,7.5,10/1/2022
WINSLOW,AZ,7,10/1/2022
FORT SMITH,AR,6.4,10/1/2022
LITTLE ROCK,AR,6.1,10/1/2022
BAKERSFIELD,CA,5.6,10/1/2022
BISHOP,CA,7.6,10/1/2022
BLUE CANYON,CA,5.1,10/1/2022
FRESNO,CA,4.6,10/1/2022
LONG BEACH,CA,5,10/1/2022
LOS ANGELES,CA,1.5,10/1/2022
REDDING,CA,5.7,10/1/2022
SACRAMENTO,CA,5.1,10/1/2022
SAN DIEGO,CA,5.7,10/1/2022
SAN FRANCISCO,CA,9.1,10/1/2022
SANTA BARBARA,CA,4.7,10/1/2022
SANTA MARIA,CA,6.6,10/1/2022
STOCKTON,CA,6.3,10/1/2022
ALAMOSA,CO,6.8,10/1/2022
COLORADO SPRINGS,CO,9.3,10/1/2022
DENVER,CO,7.2,10/1/2022
GRAND JUNCTION,CO,7.4,10/1/2022
PUEBLO,CO,7.6,10/1/2022
BRIDGEPORT,CT,9.6,10/1/2022
HARTFORD,CT,7.3,10/1/2022
WILMINGTON,DE,7.7,10/1/2022
WASHINGTON DULLES,DC,6.3,10/1/2022
DAYTONA BEACH,FL,7.5,10/1/2022
FORT MYERS,FL,7.5,10/1/2022
GAINESVILLE,FL,5.9,10/1/2022
JACKSONVILLE,FL,6.5,10/1/2022
KEY WEST,FL,10.3,10/1/2022
MIAMI,FL,8.6,10/1/2022
ORLANDO,FL,7.8,10/1/2022
PENSACOLA,FL,7.4,10/1/2022
TALLAHASSEE,FL,5.5,10/1/2022
TAMPA,FL,6.7,10/1/2022
VERO BEACH,FL,8.5,10/1/2022
WEST PALM BEACH,FL,9.9,10/1/2022
ATHENS,GA,5.5,10/1/2022
ATLANTA,GA,7.9,10/1/2022
AUGUSTA,GA,4.7,10/1/2022
COLUMBUS,GA,5.7,10/1/2022
MACON,GA,5.4,10/1/2022
SAVANNAH,GA,6.5,10/1/2022
HILO,HI,6.3,10/1/2022
HONOLULU,HI,9.5,10/1/2022
KAHULUI,HI,11.9,10/1/2022
LIHUE,HI,12.5,10/1/2022
BOISE,ID,7,10/1/2022
LEWISTON,ID,4.9,10/1/2022
POCATELLO,ID,9.4,10/1/2022
CHICAGO,IL,9.7,10/1/2022
MOLINE,IL,8.2,10/1/2022
PEORIA,IL,7.9,10/1/2022
ROCKFORD,IL,9,10/1/2022
SPRINGFIELD,IL,8.9,10/1/2022
EVANSVILLE,IN,6.1,10/1/2022
FORT WAYNE,IN,8.6,10/1/2022
INDIANAPOLIS,IN,9.1,10/1/2022
SOUTH BEND,IN,8.7,10/1/2022
DES MOINES,IA,9.7,10/1/2022
DUBUQUE,IA,10.3,10/1/2022
SIOUX CITY,IA,10.1,10/1/2022
WATERLOO,IA,9.6,10/1/2022
CONCORDIA,KS,10.8,10/1/2022
DODGE CITY,KS,12.8,10/1/2022
GOODLAND,KS,11.7,10/1/2022
TOPEKA,KS,7.7,10/1/2022
WICHITA,KS,11.2,10/1/2022
JACKSON,KY,4.2,10/1/2022
LEXINGTON,KY,7.3,10/1/2022
LOUISVILLE,KY,7.1,10/1/2022
PADUCAH,KY,6.2,10/1/2022
BATON ROUGE,LA,5.6,10/1/2022
LAKE CHARLES,LA,7.2,10/1/2022
NEW ORLEANS,LA,7.9,10/1/2022
SHREVEPORT,LA,6.4,10/1/2022
CARIBOU,ME,7.9,10/1/2022
PORTLAND,ME,7.7,10/1/2022
BALTIMORE,MD,6.5,10/1/2022
BOSTON,MA,11.3,10/1/2022
WORCESTER,MA,9.9,10/1/2022
ALPENA,MI,7.6,10/1/2022
DETROIT,MI,9.2,10/1/2022
FLINT,MI,8.8,10/1/2022
GRAND RAPIDS,MI,9.2,10/1/2022
HOUGHTON LAKE,MI,8.3,10/1/2022
LANSING,MI,8.6,10/1/2022
MUSKEGON,MI,9.9,10/1/2022
DULUTH,MN,10.4,10/1/2022
INTERNATIONAL FALLS,MN,8,10/1/2022
ROCHESTER,MN,11.9,10/1/2022
SAINT CLOUD,MN,8.5,10/1/2022
JACKSON,MS,5.5,10/1/2022
MERIDIAN,MS,5.1,10/1/2022
TUPELO,MS,5.7,10/1/2022
COLUMBIA,MO,9.3,10/1/2022
KANSAS CITY,MO,10.2,10/1/2022
SPRINGFIELD,MO,9,10/1/2022
BILLINGS,MT,10.6,10/1/2022
GLASGOW,MT,10.5,10/1/2022
GREAT FALLS,MT,11.8,10/1/2022
HAVRE,MT,9.3,10/1/2022
HELENA,MT,6.6,10/1/2022
KALISPELL,MT,4.6,10/1/2022
MISSOULA,MT,4.5,10/1/2022
GRAND ISLAND,NE,11,10/1/2022
LINCOLN,NE,9.6,10/1/2022
NORFOLK,NE,10.5,10/1/2022
NORTH PLATTE,NE,9,10/1/2022
OMAHA,NE,9.8,10/1/2022
SCOTTSBLUFF,NE,9.2,10/1/2022
VALENTINE,NE,9.9,10/1/2022
ELKO,NV,4.9,10/1/2022
ELY,NV,9.2,10/1/2022
LAS VEGAS,NV,7.4,10/1/2022
RENO,NV,4.9,10/1/2022
WINNEMUCCA,NV,6.7,10/1/2022
CONCORD,NH,5.4,10/1/2022
ATLANTIC CITY,NJ,7.9,10/1/2022
NEWARK,NJ,9.4,10/1/2022
ALBUQUERQUE,NM,7.6,10/1/2022
CLAYTON,NM,11.8,10/1/2022
ROSWELL,NM,7.7,10/1/2022
ALBANY,NY,7.1,10/1/2022
BINGHAMTON,NY,8.6,10/1/2022
BUFFALO,NY,9.7,10/1/2022
ISLIP,NY,8.6,10/1/2022
NEW YORK JFK AP,NY,10.7,10/1/2022
ROCHESTER,NY,8.4,10/1/2022
SYRACUSE,NY,7.7,10/1/2022
ASHEVILLE,NC,5.7,10/1/2022
CAPE HATTERAS,NC,9.2,10/1/2022
CHARLOTTE,NC,5.7,10/1/2022
RALEIGH,NC,5.6,10/1/2022
WILMINGTON,NC,6.8,10/1/2022
BISMARCK,ND,9.5,10/1/2022
FARGO,ND,11.6,10/1/2022
GRAND FORKS,ND,10.6,10/1/2022
WILLISTON,ND,9.1,10/1/2022
AKRON,OH,8.7,10/1/2022
CINCINNATI,OH,7.6,10/1/2022
CLEVELAND,OH,9.3,10/1/2022
COLUMBUS,OH,6.9,10/1/2022
DAYTON,OH,8.9,10/1/2022
MANSFIELD,OH,9.5,10/1/2022
TOLEDO,OH,8.1,10/1/2022
YOUNGSTOWN,OH,8.2,10/1/2022
OKLAHOMA CITY,OK,11,10/1/2022
TULSA,OK,8.8,10/1/2022
ASTORIA,OR,6.9,10/1/2022
BURNS,OR,5.9,10/1/2022
EUGENE,OR,6.4,10/1/2022
MEDFORD,OR,3,10/1/2022
PENDLETON,OR,7.5,10/1/2022
PORTLAND,OR,6.2,10/1/2022
SALEM,OR,5.6,10/1/2022
SEXTON SUMMIT,OR,8.3,10/1/2022
ALLENTOWN,PA,6.7,10/1/2022
ERIE,PA,10.2,10/1/2022
PHILADELPHIA,PA,8.7,10/1/2022
PITTSBURGH,PA,7.1,10/1/2022
AVOCA,PA,6.4,10/1/2022
WILLIAMSPORT,PA,5.7,10/1/2022
PROVIDENCE,RI,8.7,10/1/2022
CHARLESTON,SC,7.2,10/1/2022
COLUMBIA,SC,5.3,10/1/2022
ABERDEEN,SD,10.7,10/1/2022
HURON,SD,10.4,10/1/2022
RAPID CITY,SD,10.8,10/1/2022
SIOUX FALLS,SD,10,10/1/2022
CHATTANOOGA,TN,4.2,10/1/2022
KNOXVILLE,TN,5,10/1/2022
MEMPHIS,TN,7.3,10/1/2022
NASHVILLE,TN,6.3,10/1/2022
ABILENE,TX,10.4,10/1/2022
AMARILLO,TX,12.5,10/1/2022
AUSTIN,TX,5.8,10/1/2022
BROWNSVILLE,TX,8.6,10/1/2022
CORPUS CHRISTI,TX,10.6,10/1/2022
DALLAS,TX,8.7,10/1/2022
DEL RIO,TX,8.1,10/1/2022
EL PASO,TX,7.1,10/1/2022
GALVESTON,TX,10.7,10/1/2022
HOUSTON,TX,6.9,10/1/2022
LUBBOCK,TX,11.1,10/1/2022
PORT ARTHUR,TX,8.1,10/1/2022
SAN ANGELO,TX,8.6,10/1/2022
SAN ANTONIO,TX,7.5,10/1/2022
VICTORIA,TX,8.4,10/1/2022
WACO,TX,9.2,10/1/2022
WICHITA FALLS,TX,10.7,10/1/2022
SALT LAKE CITY,UT,7.9,10/1/2022
BURLINGTON,VT,8.1,10/1/2022
LYNCHBURG,VA,5.1,10/1/2022
NORFOLK,VA,9.1,10/1/2022
RICHMOND,VA,6.9,10/1/2022
ROANOKE,VA,5.7,10/1/2022
WALLOPS ISLAND,VA,8.4,10/1/2022
OLYMPIA,WA,5.3,10/1/2022
QUILLAYUTE,WA,4.9,10/1/2022
SEATTLE,WA,7.4,10/1/2022
SPOKANE,WA,8.2,10/1/2022
WALLA WALLA,WA,7.2,10/1/2022
YAKIMA,WA,5.7,10/1/2022
BECKLEY,WV,6.6,10/1/2022
CHARLESTON,WV,3.7,10/1/2022
ELKINS,WV,4.1,10/1/2022
HUNTINGTON,WV,5.1,10/1/2022
GREEN BAY,WI,8.8,10/1/2022
LA CROSSE,WI,8.9,10/1/2022
MADISON,WI,8,10/1/2022
MILWAUKEE,WI,10.2,10/1/2022
CASPER,WY,11.4,10/1/2022
CHEYENNE,WY,11.8,10/1/2022
LANDER,WY,5.7,10/1/2022
SHERIDAN,WY,6.9,10/1/2022
GUAM,PC,7.7,10/1/2022
KOROR,PC,5.9,10/1/2022
SAN JUAN,PR,6.1,10/1/2022
BIRMINGHAM,AL,6,11/1/2022
HUNTSVILLE,AL,7.3,11/1/2022
MOBILE,AL,7.6,11/1/2022
MONTGOMERY,AL,5.8,11/1/2022
ANCHORAGE,AK,6.5,11/1/2022
ANNETTE,AK,8.9,11/1/2022
BARROW,AK,13.3,11/1/2022
BETHEL,AK,12.3,11/1/2022
BETTLES,AK,4.8,11/1/2022
BIG DELTA,AK,10.6,11/1/2022
COLD BAY,AK,17.1,11/1/2022
FAIRBANKS,AK,2.8,11/1/2022
GULKANA,AK,3.5,11/1/2022
HOMER,AK,6.9,11/1/2022
JUNEAU,AK,7.6,11/1/2022
KING SALMON,AK,9.6,11/1/2022
KODIAK,AK,12,11/1/2022
KOTZEBUE,AK,13.3,11/1/2022
MCGRATH,AK,3.4,11/1/2022
NOME,AK,10.4,11/1/2022
TALKEETNA,AK,4.8,11/1/2022
VALDEZ,AK,7.7,11/1/2022
YAKUTAT,AK,5.8,11/1/2022
FLAGSTAFF,AZ,6.1,11/1/2022
PHOENIX,AZ,4.9,11/1/2022
TUCSON,AZ,7.3,11/1/2022
WINSLOW,AZ,6.4,11/1/2022
FORT SMITH,AR,7.3,11/1/2022
LITTLE ROCK,AR,7,11/1/2022
BAKERSFIELD,CA,4.8,11/1/2022
BISHOP,CA,7.1,11/1/2022
BLUE CANYON,CA,5.4,11/1/2022
FRESNO,CA,3.9,11/1/2022
LONG BEACH,CA,4.4,11/1/2022
LOS ANGELES,CA,1.4,11/1/2022
REDDING,CA,5,11/1/2022
SACRAMENTO,CA,4.5,11/1/2022
SAN DIEGO,CA,5.1,11/1/2022
SAN FRANCISCO,CA,7.5,11/1/2022
SANTA BARBARA,CA,4.4,11/1/2022
SANTA MARIA,CA,6.3,11/1/2022
STOCKTON,CA,5.7,11/1/2022
ALAMOSA,CO,6.3,11/1/2022
COLORADO SPRINGS,CO,8.9,11/1/2022
DENVER,CO,7.6,11/1/2022
GRAND JUNCTION,CO,6.2,11/1/2022
PUEBLO,CO,7.2,11/1/2022
BRIDGEPORT,CT,9.8,11/1/2022
HARTFORD,CT,7.9,11/1/2022
WILMINGTON,DE,8.5,11/1/2022
WASHINGTON DULLES,DC,7,11/1/2022
DAYTONA BEACH,FL,7.2,11/1/2022
FORT MYERS,FL,7.5,11/1/2022
GAINESVILLE,FL,5.9,11/1/2022
JACKSONVILLE,FL,6.4,11/1/2022
KEY WEST,FL,11.1,11/1/2022
MIAMI,FL,8.8,11/1/2022
ORLANDO,FL,8.1,11/1/2022
PENSACOLA,FL,7.9,11/1/2022
TALLAHASSEE,FL,5.4,11/1/2022
TAMPA,FL,7,11/1/2022
VERO BEACH,FL,8.6,11/1/2022
WEST PALM BEACH,FL,10.3,11/1/2022
ATHENS,GA,5.9,11/1/2022
ATLANTA,GA,8.3,11/1/2022
AUGUSTA,GA,5,11/1/2022
COLUMBUS,GA,5.7,11/1/2022
MACON,GA,5.6,11/1/2022
SAVANNAH,GA,6.5,11/1/2022
HILO,HI,6.4,11/1/2022
HONOLULU,HI,9.7,11/1/2022
KAHULUI,HI,11.7,11/1/2022
LIHUE,HI,13.3,11/1/2022
BOISE,ID,7,11/1/2022
LEWISTON,ID,5.7,11/1/2022
POCATELLO,ID,9.7,11/1/2022
CHICAGO,IL,10.6,11/1/2022
MOLINE,IL,9.3,11/1/2022
PEORIA,IL,9.2,11/1/2022
ROCKFORD,IL,10,11/1/2022
SPRINGFIELD,IL,10.6,11/1/2022
EVANSVILLE,IN,7.2,11/1/2022
FORT WAYNE,IN,10,11/1/2022
INDIANAPOLIS,IN,10.2,11/1/2022
SOUTH BEND,IN,10,11/1/2022
DES MOINES,IA,10.5,11/1/2022
DUBUQUE,IA,11.3,11/1/2022
SIOUX CITY,IA,10.8,11/1/2022
WATERLOO,IA,10.4,11/1/2022
CONCORDIA,KS,11.3,11/1/2022
DODGE CITY,KS,12.9,11/1/2022
GOODLAND,KS,11.9,11/1/2022
TOPEKA,KS,8.4,11/1/2022
WICHITA,KS,11.6,11/1/2022
JACKSON,KY,5.4,11/1/2022
LEXINGTON,KY,8.5,11/1/2022
LOUISVILLE,KY,8.1,11/1/2022
PADUCAH,KY,7.5,11/1/2022
BATON ROUGE,LA,6.2,11/1/2022
LAKE CHARLES,LA,7.9,11/1/2022
NEW ORLEANS,LA,8.3,11/1/2022
SHREVEPORT,LA,7.3,11/1/2022
CARIBOU,ME,8.3,11/1/2022
PORTLAND,ME,7.9,11/1/2022
BALTIMORE,MD,7.1,11/1/2022
BOSTON,MA,11.6,11/1/2022
WORCESTER,MA,10.7,11/1/2022
ALPENA,MI,8.2,11/1/2022
DETROIT,MI,10.3,11/1/2022
FLINT,MI,9.8,11/1/2022
GRAND RAPIDS,MI,10.2,11/1/2022
HOUGHTON LAKE,MI,9,11/1/2022
LANSING,MI,9.9,11/1/2022
MUSKEGON,MI,11.2,11/1/2022
DULUTH,MN,10.6,11/1/2022
INTERNATIONAL FALLS,MN,8.1,11/1/2022
ROCHESTER,MN,13.2,11/1/2022
SAINT CLOUD,MN,8.7,11/1/2022
JACKSON,MS,6.1,11/1/2022
MERIDIAN,MS,5.8,11/1/2022
TUPELO,MS,6.6,11/1/2022
COLUMBIA,MO,10.4,11/1/2022
KANSAS CITY,MO,11,11/1/2022
SPRINGFIELD,MO,10,11/1/2022
BILLINGS,MT,11.9,11/1/2022
GLASGOW,MT,9.7,11/1/2022
GREAT FALLS,MT,13.7,11/1/2022
HAVRE,MT,9.9,11/1/2022
HELENA,MT,6.3,11/1/2022
KALISPELL,MT,4.8,11/1/2022
MISSOULA,MT,4.4,11/1/2022
GRAND ISLAND,NE,11.3,11/1/2022
LINCOLN,NE,9.8,11/1/2022
NORFOLK,NE,10.8,11/1/2022
NORTH PLATTE,NE,8.7,11/1/2022
OMAHA,NE,10.4,11/1/2022
