City,State,Wind Speed,Date
SYRACUSE,NY,9.6,3/1/2022
ASHEVILLE,NC,8.3,3/1/2022
CAPE HATTERAS,NC,10.5,3/1/2022
CHARLOTTE,NC,7.6,3/1/2022
RALEIGH,NC,7.8,3/1/2022
WILMINGTON,NC,9,3/1/2022
BISMARCK,ND,10.1,3/1/2022
FARGO,ND,11.9,3/1/2022
GRAND FORKS,ND,11,3/1/2022
WILLISTON,ND,9.4,3/1/2022
AKRON,OH,10.4,3/1/2022
CINCINNATI,OH,9.9,3/1/2022
CLEVELAND,OH,10.7,3/1/2022
COLUMBUS,OH,9,3/1/2022
DAYTON,OH,10.8,3/1/2022
MANSFIELD,OH,11.1,3/1/2022
TOLEDO,OH,10.1,3/1/2022
YOUNGSTOWN,OH,9.9,3/1/2022
OKLAHOMA CITY,OK,13.2,3/1/2022
TULSA,OK,10.7,3/1/2022
ASTORIA,OR,8.2,3/1/2022
BURNS,OR,7.5,3/1/2022
EUGENE,OR,7.3,3/1/2022
MEDFORD,OR,4.4,3/1/2022
PENDLETON,OR,8.5,3/1/2022
PORTLAND,OR,7.6,3/1/2022
SALEM,OR,7.2,3/1/2022
SEXTON SUMMIT,OR,8.5,3/1/2022
ALLENTOWN,PA,9.1,3/1/2022
ERIE,PA,10.7,3/1/2022
PHILADELPHIA,PA,10.8,3/1/2022
PITTSBURGH,PA,9.3,3/1/2022
AVOCA,PA,8.3,3/1/2022
WILLIAMSPORT,PA,7.9,3/1/2022
PROVIDENCE,RI,10.7,3/1/2022
CHARLESTON,SC,9.1,3/1/2022
COLUMBIA,SC,7.3,3/1/2022
ABERDEEN,SD,11.5,3/1/2022
HURON,SD,11.4,3/1/2022
RAPID CITY,SD,11.6,3/1/2022
SIOUX FALLS,SD,11.4,3/1/2022
CHATTANOOGA,TN,6.5,3/1/2022
KNOXVILLE,TN,7.3,3/1/2022
MEMPHIS,TN,9.5,3/1/2022
NASHVILLE,TN,8.5,3/1/2022
ABILENE,TX,12.4,3/1/2022
AMARILLO,TX,13.9,3/1/2022
AUSTIN,TX,7.7,3/1/2022
BROWNSVILLE,TX,12,3/1/2022
CORPUS CHRISTI,TX,13.6,3/1/2022
DALLAS,TX,10.7,3/1/2022
DEL RIO,TX,9.3,3/1/2022
EL PASO,TX,9.5,3/1/2022
GALVESTON,TX,12,3/1/2022
HOUSTON,TX,8.7,3/1/2022
LUBBOCK,TX,13.6,3/1/2022
PORT ARTHUR,TX,10.1,3/1/2022
SAN ANGELO,TX,10.9,3/1/2022
SAN ANTONIO,TX,9,3/1/2022
VICTORIA,TX,10.8,3/1/2022
WACO,TX,11.3,3/1/2022
WICHITA FALLS,TX,12.4,3/1/2022
SALT LAKE CITY,UT,9,3/1/2022
BURLINGTON,VT,8.9,3/1/2022
LYNCHBURG,VA,7,3/1/2022
NORFOLK,VA,10.9,3/1/2022
RICHMOND,VA,9.1,3/1/2022
ROANOKE,VA,8.2,3/1/2022
WALLOPS ISLAND,VA,10.4,3/1/2022
OLYMPIA,WA,6.3,3/1/2022
QUILLAYUTE,WA,6.2,3/1/2022
SEATTLE,WA,8.6,3/1/2022
SPOKANE,WA,9.6,3/1/2022
WALLA WALLA,WA,8.9,3/1/2022
YAKIMA,WA,6.7,3/1/2022
BECKLEY,WV,8.6,3/1/2022
CHARLESTON,WV,5.8,3/1/2022
ELKINS,WV,6.3,3/1/2022
HUNTINGTON,WV,7,3/1/2022
GREEN BAY,WI,9.6,3/1/2022
LA CROSSE,WI,9,3/1/2022
MADISON,WI,9.2,3/1/2022
MILWAUKEE,WI,10.9,3/1/2022
CASPER,WY,12.8,3/1/2022
CHEYENNE,WY,13.6,3/1/2022
LANDER,WY,6.6,3/1/2022
SHERIDAN,WY,8,3/1/2022
GUAM,PC,11.7,3/1/2022
KOROR,PC,6.6,3/1/2022
SAN JUAN,PR,8.4,3/1/2022
BIRMINGHAM,AL,7.2,4/1/2022
HUNTSVILLE,AL,8.4,4/1/2022
MOBILE,AL,8.5,4/1/2022
MONTGOMERY,AL,6.5,4/1/2022
ANCHORAGE,AK,7.1,4/1/2022
ANNETTE,AK,8.2,4/1/2022
BARROW,AK,12,4/1/2022
BETHEL,AK,11.6,4/1/2022
BETTLES,AK,6.4,4/1/2022
BIG DELTA,AK,8.8,4/1/2022
COLD BAY,AK,16,4/1/2022
FAIRBANKS,AK,5.8,4/1/2022
GULKANA,AK,6.9,4/1/2022
HOMER,AK,7.4,4/1/2022
JUNEAU,AK,7.7,4/1/2022
KING SALMON,AK,10.1,4/1/2022
KODIAK,AK,11.6,4/1/2022
KOTZEBUE,AK,10.6,4/1/2022
MCGRATH,AK,5.7,4/1/2022
NOME,AK,8.8,4/1/2022
TALKEETNA,AK,4.4,4/1/2022
VALDEZ,AK,5.1,4/1/2022
YAKUTAT,AK,5.6,4/1/2022
FLAGSTAFF,AZ,7.8,4/1/2022
PHOENIX,AZ,7.1,4/1/2022
TUCSON,AZ,8.3,4/1/2022
WINSLOW,AZ,10.6,4/1/2022
FORT SMITH,AR,8.2,4/1/2022
LITTLE ROCK,AR,8.3,4/1/2022
BAKERSFIELD,CA,7.1,4/1/2022
BISHOP,CA,10.1,4/1/2022
BLUE CANYON,CA,5.6,4/1/2022
FRESNO,CA,7.3,4/1/2022
LONG BEACH,CA,6.5,4/1/2022
LOS ANGELES,CA,2.4,4/1/2022
REDDING,CA,6.6,4/1/2022
SACRAMENTO,CA,7.1,4/1/2022
SAN DIEGO,CA,7.2,4/1/2022
SAN FRANCISCO,CA,12.5,4/1/2022
SANTA BARBARA,CA,6.7,4/1/2022
SANTA MARIA,CA,9,4/1/2022
STOCKTON,CA,8.8,4/1/2022
ALAMOSA,CO,10.2,4/1/2022
COLORADO SPRINGS,CO,11.4,4/1/2022
DENVER,CO,9.2,4/1/2022
GRAND JUNCTION,CO,8.9,4/1/2022
PUEBLO,CO,10.3,4/1/2022
BRIDGEPORT,CT,10.3,4/1/2022
HARTFORD,CT,9,4/1/2022
WILMINGTON,DE,9.9,4/1/2022
WASHINGTON DULLES,DC,8.1,4/1/2022
DAYTONA BEACH,FL,7.8,4/1/2022
FORT MYERS,FL,8,4/1/2022
GAINESVILLE,FL,6.9,4/1/2022
JACKSONVILLE,FL,7.5,4/1/2022
KEY WEST,FL,11,4/1/2022
MIAMI,FL,9.7,4/1/2022
ORLANDO,FL,8.7,4/1/2022
PENSACOLA,FL,9.1,4/1/2022
TALLAHASSEE,FL,6.2,4/1/2022
TAMPA,FL,7.8,4/1/2022
VERO BEACH,FL,9.4,4/1/2022
WEST PALM BEACH,FL,10.7,4/1/2022
ATHENS,GA,6.5,4/1/2022
ATLANTA,GA,9,4/1/2022
AUGUSTA,GA,6.5,4/1/2022
COLUMBUS,GA,6.6,4/1/2022
MACON,GA,6.5,4/1/2022
SAVANNAH,GA,7.8,4/1/2022
HILO,HI,7,4/1/2022
HONOLULU,HI,10.9,4/1/2022
KAHULUI,HI,13.3,4/1/2022
LIHUE,HI,14.3,4/1/2022
BOISE,ID,8.8,4/1/2022
LEWISTON,ID,6.3,4/1/2022
POCATELLO,ID,11.5,4/1/2022
CHICAGO,IL,11.2,4/1/2022
MOLINE,IL,10.5,4/1/2022
PEORIA,IL,10,4/1/2022
ROCKFORD,IL,11.1,4/1/2022
SPRINGFIELD,IL,11.3,4/1/2022
EVANSVILLE,IN,8.2,4/1/2022
FORT WAYNE,IN,10.8,4/1/2022
INDIANAPOLIS,IN,11.1,4/1/2022
SOUTH BEND,IN,10.5,4/1/2022
DES MOINES,IA,11.4,4/1/2022
DUBUQUE,IA,12.3,4/1/2022
SIOUX CITY,IA,12.4,4/1/2022
WATERLOO,IA,11.9,4/1/2022
CONCORDIA,KS,12.8,4/1/2022
DODGE CITY,KS,14.8,4/1/2022
GOODLAND,KS,14.1,4/1/2022
TOPEKA,KS,9.9,4/1/2022
WICHITA,KS,13.3,4/1/2022
JACKSON,KY,6.1,4/1/2022
LEXINGTON,KY,9.2,4/1/2022
LOUISVILLE,KY,9,4/1/2022
PADUCAH,KY,8.3,4/1/2022
BATON ROUGE,LA,7.6,4/1/2022
LAKE CHARLES,LA,8.8,4/1/2022
NEW ORLEANS,LA,9.3,4/1/2022
SHREVEPORT,LA,8.6,4/1/2022
CARIBOU,ME,8.8,4/1/2022
PORTLAND,ME,9.2,4/1/2022
BALTIMORE,MD,8.5,4/1/2022
BOSTON,MA,12.2,4/1/2022
WORCESTER,MA,10.8,4/1/2022
ALPENA,MI,8.8,4/1/2022
DETROIT,MI,10.4,4/1/2022
FLINT,MI,10.3,4/1/2022
GRAND RAPIDS,MI,10.8,4/1/2022
HOUGHTON LAKE,MI,9.3,4/1/2022
LANSING,MI,10.2,4/1/2022
MUSKEGON,MI,10.7,4/1/2022
DULUTH,MN,11.1,4/1/2022
INTERNATIONAL FALLS,MN,8.6,4/1/2022
ROCHESTER,MN,13.6,4/1/2022
SAINT CLOUD,MN,9.7,4/1/2022
JACKSON,MS,7.2,4/1/2022
MERIDIAN,MS,6.8,4/1/2022
TUPELO,MS,7.4,4/1/2022
COLUMBIA,MO,11.2,4/1/2022
KANSAS CITY,MO,12.1,4/1/2022
SPRINGFIELD,MO,10.7,4/1/2022
BILLINGS,MT,10.6,4/1/2022
GLASGOW,MT,12.1,4/1/2022
GREAT FALLS,MT,11.4,4/1/2022
HAVRE,MT,10.5,4/1/2022
HELENA,MT,8.3,4/1/2022
KALISPELL,MT,7,4/1/2022
MISSOULA,MT,6.7,4/1/2022
GRAND ISLAND,NE,13.4,4/1/2022
LINCOLN,NE,12,4/1/2022
NORFOLK,NE,12.4,4/1/2022
NORTH PLATTE,NE,11.5,4/1/2022
OMAHA,NE,11.8,4/1/2022
SCOTTSBLUFF,NE,11.6,4/1/2022
VALENTINE,NE,11.3,4/1/2022
ELKO,NV,6.9,4/1/2022
ELY,NV,10,4/1/2022
LAS VEGAS,NV,10.3,4/1/2022
RENO,NV,8.2,4/1/2022
WINNEMUCCA,NV,8.5,4/1/2022
CONCORD,NH,7.1,4/1/2022
ATLANTIC CITY,NJ,10.4,4/1/2022
NEWARK,NJ,10.6,4/1/2022
ALBUQUERQUE,NM,10.1,4/1/2022
CLAYTON,NM,14,4/1/2022
ROSWELL,NM,10.4,4/1/2022
ALBANY,NY,9.2,4/1/2022
BINGHAMTON,NY,9.7,4/1/2022
BUFFALO,NY,10.8,4/1/2022
ISLIP,NY,10.2,4/1/2022
NEW YORK JFK AP,NY,12.1,4/1/2022
ROCHESTER,NY,10,4/1/2022
SYRACUSE,NY,9.2,4/1/2022
ASHEVILLE,NC,7.8,4/1/2022
CAPE HATTERAS,NC,10.6,4/1/2022
CHARLOTTE,NC,7.6,4/1/2022
RALEIGH,NC,7.9,4/1/2022
WILMINGTON,NC,9.2,4/1/2022
BISMARCK,ND,10.7,4/1/2022
FARGO,ND,12.3,4/1/2022
GRAND FORKS,ND,11.3,4/1/2022
WILLISTON,ND,10.3,4/1/2022
AKRON,OH,10.1,4/1/2022
CINCINNATI,OH,9.7,4/1/2022
CLEVELAND,OH,10.3,4/1/2022
COLUMBUS,OH,8.9,4/1/2022
DAYTON,OH,10.7,4/1/2022
MANSFIELD,OH,11.1,4/1/2022
TOLEDO,OH,10.3,4/1/2022
YOUNGSTOWN,OH,9.7,4/1/2022
OKLAHOMA CITY,OK,13.3,4/1/2022
TULSA,OK,11,4/1/2022
ASTORIA,OR,8.1,4/1/2022
BURNS,OR,8.3,4/1/2022
EUGENE,OR,7.1,4/1/2022
MEDFORD,OR,4.7,4/1/2022
PENDLETON,OR,9.2,4/1/2022
PORTLAND,OR,7,4/1/2022
SALEM,OR,6.8,4/1/2022
SEXTON SUMMIT,OR,7.4,4/1/2022
ALLENTOWN,PA,8.7,4/1/2022
ERIE,PA,10.2,4/1/2022
PHILADELPHIA,PA,10.3,4/1/2022
PITTSBURGH,PA,9.1,4/1/2022
AVOCA,PA,8.1,4/1/2022
WILLIAMSPORT,PA,7.8,4/1/2022
PROVIDENCE,RI,10.4,4/1/2022
CHARLESTON,SC,9.1,4/1/2022
COLUMBIA,SC,7.5,4/1/2022
ABERDEEN,SD,12.4,4/1/2022
HURON,SD,11.8,4/1/2022
RAPID CITY,SD,12.6,4/1/2022
SIOUX FALLS,SD,12,4/1/2022
CHATTANOOGA,TN,6,4/1/2022
KNOXVILLE,TN,7.2,4/1/2022
MEMPHIS,TN,9.2,4/1/2022
NASHVILLE,TN,8,4/1/2022
ABILENE,TX,13,4/1/2022
AMARILLO,TX,14.7,4/1/2022
AUSTIN,TX,7.6,4/1/2022
BROWNSVILLE,TX,12.4,4/1/2022
CORPUS CHRISTI,TX,13.8,4/1/2022
DALLAS,TX,11.3,4/1/2022
DEL RIO,TX,10.1,4/1/2022
EL PASO,TX,10.5,4/1/2022
GALVESTON,TX,12.6,4/1/2022
HOUSTON,TX,8.9,4/1/2022
LUBBOCK,TX,14.3,4/1/2022
PORT ARTHUR,TX,10.2,4/1/2022
SAN ANGELO,TX,11.2,4/1/2022
SAN ANTONIO,TX,9.3,4/1/2022
VICTORIA,TX,11.1,4/1/2022
WACO,TX,11.3,4/1/2022
WICHITA FALLS,TX,12.8,4/1/2022
SALT LAKE CITY,UT,9.4,4/1/2022
BURLINGTON,VT,8.9,4/1/2022
LYNCHBURG,VA,7.1,4/1/2022
NORFOLK,VA,10.9,4/1/2022
RICHMOND,VA,9.1,4/1/2022
ROANOKE,VA,7.9,4/1/2022
WALLOPS ISLAND,VA,10.5,4/1/2022
OLYMPIA,WA,6.5,4/1/2022
QUILLAYUTE,WA,5.9,4/1/2022
SEATTLE,WA,8.2,4/1/2022
SPOKANE,WA,9.9,4/1/2022
WALLA WALLA,WA,8.9,4/1/2022
YAKIMA,WA,7.5,4/1/2022
BECKLEY,WV,8.4,4/1/2022
CHARLESTON,WV,5.8,4/1/2022
ELKINS,WV,6.3,4/1/2022
HUNTINGTON,WV,6.9,4/1/2022
GREEN BAY,WI,10.4,4/1/2022
LA CROSSE,WI,9.7,4/1/2022
MADISON,WI,9.8,4/1/2022
MILWAUKEE,WI,11.4,4/1/2022
CASPER,WY,11.7,4/1/2022
CHEYENNE,WY,13.4,4/1/2022
LANDER,WY,7.4,4/1/2022
SHERIDAN,WY,9,4/1/2022
GUAM,PC,11.1,4/1/2022
KOROR,PC,6,4/1/2022
SAN JUAN,PR,8.3,4/1/2022
BIRMINGHAM,AL,6.1,5/1/2022
HUNTSVILLE,AL,7.3,5/1/2022
MOBILE,AL,7.4,5/1/2022
MONTGOMERY,AL,5.5,5/1/2022
ANCHORAGE,AK,8.2,5/1/2022
ANNETTE,AK,7.3,5/1/2022
BARROW,AK,12.4,5/1/2022
BETHEL,AK,10.6,5/1/2022
BETTLES,AK,6.3,5/1/2022
BIG DELTA,AK,8.7,5/1/2022
COLD BAY,AK,15.5,5/1/2022
FAIRBANKS,AK,6.3,5/1/2022
GULKANA,AK,7.9,5/1/2022
HOMER,AK,7.4,5/1/2022
JUNEAU,AK,7.5,5/1/2022
KING SALMON,AK,9.9,5/1/2022
KODIAK,AK,10.4,5/1/2022
KOTZEBUE,AK,10.1,5/1/2022
MCGRATH,AK,6,5/1/2022
NOME,AK,8.9,5/1/2022
TALKEETNA,AK,4.6,5/1/2022
VALDEZ,AK,5.6,5/1/2022
YAKUTAT,AK,5.7,5/1/2022
FLAGSTAFF,AZ,7.5,5/1/2022
PHOENIX,AZ,7.1,5/1/2022
TUCSON,AZ,8.3,5/1/2022
WINSLOW,AZ,10.1,5/1/2022
FORT SMITH,AR,7,5/1/2022
LITTLE ROCK,AR,7.1,5/1/2022
BAKERSFIELD,CA,7.6,5/1/2022
BISHOP,CA,9.1,5/1/2022
BLUE CANYON,CA,5.4,5/1/2022
FRESNO,CA,8.3,5/1/2022
LONG BEACH,CA,6.5,5/1/2022
LOS ANGELES,CA,2.2,5/1/2022
REDDING,CA,6.8,5/1/2022
SACRAMENTO,CA,7.7,5/1/2022
SAN DIEGO,CA,7.4,5/1/2022
SAN FRANCISCO,CA,13.8,5/1/2022
SANTA BARBARA,CA,6.7,5/1/2022
SANTA MARIA,CA,9.1,5/1/2022
STOCKTON,CA,9.7,5/1/2022
ALAMOSA,CO,9.9,5/1/2022
COLORADO SPRINGS,CO,10.6,5/1/2022
DENVER,CO,9,5/1/2022
GRAND JUNCTION,CO,9.1,5/1/2022
PUEBLO,CO,9.6,5/1/2022
BRIDGEPORT,CT,9.4,5/1/2022
HARTFORD,CT,8.1,5/1/2022
WILMINGTON,DE,8.4,5/1/2022
WASHINGTON DULLES,DC,6.9,5/1/2022
DAYTONA BEACH,FL,7.4,5/1/2022
FORT MYERS,FL,7.3,5/1/2022
GAINESVILLE,FL,6.4,5/1/2022
JACKSONVILLE,FL,7,5/1/2022
KEY WEST,FL,10.1,5/1/2022
MIAMI,FL,9,5/1/2022
ORLANDO,FL,8,5/1/2022
PENSACOLA,FL,8.4,5/1/2022
TALLAHASSEE,FL,5.8,5/1/2022
TAMPA,FL,7.2,5/1/2022
VERO BEACH,FL,8.9,5/1/2022
WEST PALM BEACH,FL,10,5/1/2022
ATHENS,GA,5.7,5/1/2022
ATLANTA,GA,8,5/1/2022
AUGUSTA,GA,5.7,5/1/2022
COLUMBUS,GA,6.1,5/1/2022
MACON,GA,5.9,5/1/2022
SAVANNAH,GA,7.1,5/1/2022
HILO,HI,6.9,5/1/2022
HONOLULU,HI,10.4,5/1/2022
KAHULUI,HI,12.9,5/1/2022
LIHUE,HI,13.2,5/1/2022
BOISE,ID,8.3,5/1/2022
LEWISTON,ID,5.9,5/1/2022
POCATELLO,ID,10.2,5/1/2022
CHICAGO,IL,10,5/1/2022
MOLINE,IL,8.8,5/1/2022
PEORIA,IL,8.4,5/1/2022
ROCKFORD,IL,9.6,5/1/2022
SPRINGFIELD,IL,9.5,5/1/2022
EVANSVILLE,IN,6.9,5/1/2022
FORT WAYNE,IN,9.4,5/1/2022
INDIANAPOLIS,IN,9.5,5/1/2022
SOUTH BEND,IN,9.1,5/1/2022
DES MOINES,IA,10,5/1/2022
DUBUQUE,IA,10.6,5/1/2022
SIOUX CITY,IA,11.3,5/1/2022
WATERLOO,IA,10.4,5/1/2022
CONCORDIA,KS,11.2,5/1/2022
DODGE CITY,KS,13.7,5/1/2022
GOODLAND,KS,13,5/1/2022
TOPEKA,KS,8.4,5/1/2022
WICHITA,KS,11.8,5/1/2022
JACKSON,KY,4.3,5/1/2022
LEXINGTON,KY,7.6,5/1/2022
LOUISVILLE,KY,7.7,5/1/2022
PADUCAH,KY,6.8,5/1/2022
BATON ROUGE,LA,6.6,5/1/2022
LAKE CHARLES,LA,7.7,5/1/2022
NEW ORLEANS,LA,8.1,5/1/2022
SHREVEPORT,LA,7.7,5/1/2022
CARIBOU,ME,8.4,5/1/2022
PORTLAND,ME,8.3,5/1/2022
BALTIMORE,MD,7.3,5/1/2022
BOSTON,MA,11.2,5/1/2022
WORCESTER,MA,9.9,5/1/2022
ALPENA,MI,7.9,5/1/2022
DETROIT,MI,9.1,5/1/2022
FLINT,MI,9.1,5/1/2022
GRAND RAPIDS,MI,9.5,5/1/2022
HOUGHTON LAKE,MI,8.5,5/1/2022
LANSING,MI,8.9,5/1/2022
MUSKEGON,MI,9.4,5/1/2022
DULUTH,MN,10.4,5/1/2022
INTERNATIONAL FALLS,MN,8.2,5/1/2022
ROCHESTER,MN,12.5,5/1/2022
SAINT CLOUD,MN,9,5/1/2022
JACKSON,MS,6.1,5/1/2022
MERIDIAN,MS,5.7,5/1/2022
TUPELO,MS,6.3,5/1/2022
COLUMBIA,MO,9.2,5/1/2022
KANSAS CITY,MO,10.2,5/1/2022
SPRINGFIELD,MO,9.1,5/1/2022
BILLINGS,MT,9.9,5/1/2022
GLASGOW,MT,12,5/1/2022
GREAT FALLS,MT,10.5,5/1/2022
HAVRE,MT,10.1,5/1/2022
HELENA,MT,8,5/1/2022
KALISPELL,MT,6.7,5/1/2022
MISSOULA,MT,6.5,5/1/2022
GRAND ISLAND,NE,11.9,5/1/2022
LINCOLN,NE,10.5,5/1/2022
NORFOLK,NE,11.1,5/1/2022
NORTH PLATTE,NE,10.4,5/1/2022
OMAHA,NE,10.4,5/1/2022
SCOTTSBLUFF,NE,10.9,5/1/2022
VALENTINE,NE,11,5/1/2022
ELKO,NV,6.6,5/1/2022
ELY,NV,9.8,5/1/2022
LAS VEGAS,NV,10.3,5/1/2022
RENO,NV,8.1,5/1/2022
WINNEMUCCA,NV,8.3,5/1/2022
CONCORD,NH,6.3,5/1/2022
ATLANTIC CITY,NJ,8.9,5/1/2022
NEWARK,NJ,9.5,5/1/2022
ALBUQUERQUE,NM,9.8,5/1/2022
CLAYTON,NM,13,5/1/2022
ROSWELL,NM,9.9,5/1/2022
ALBANY,NY,7.8,5/1/2022
BINGHAMTON,NY,8.6,5/1/2022
BUFFALO,NY,10,5/1/2022
ISLIP,NY,8.9,5/1/2022
NEW YORK JFK AP,NY,10.5,5/1/2022
ROCHESTER,NY,8.7,5/1/2022
SYRACUSE,NY,7.9,5/1/2022
ASHEVILLE,NC,6.1,5/1/2022
CAPE HATTERAS,NC,9.7,5/1/2022
CHARLOTTE,NC,6.7,5/1/2022
RALEIGH,NC,6.9,5/1/2022
WILMINGTON,NC,8.2,5/1/2022
BISMARCK,ND,10.6,5/1/2022
FARGO,ND,12,5/1/2022
GRAND FORKS,ND,11.2,5/1/2022
WILLISTON,ND,10.4,5/1/2022
AKRON,OH,8.6,5/1/2022
CINCINNATI,OH,7.9,5/1/2022
CLEVELAND,OH,9.1,5/1/2022
COLUMBUS,OH,7.4,5/1/2022
DAYTON,OH,9.2,5/1/2022
MANSFIELD,OH,9.5,5/1/2022
TOLEDO,OH,8.7,5/1/2022
YOUNGSTOWN,OH,8.2,5/1/2022
OKLAHOMA CITY,OK,11.7,5/1/2022
TULSA,OK,9.9,5/1/2022
ASTORIA,OR,7.8,5/1/2022
BURNS,OR,8,5/1/2022
EUGENE,OR,6.6,5/1/2022
MEDFORD,OR,5.1,5/1/2022
PENDLETON,OR,8.8,5/1/2022
PORTLAND,OR,6.6,5/1/2022
SALEM,OR,6.3,5/1/2022
SEXTON SUMMIT,OR,7,5/1/2022
ALLENTOWN,PA,7.6,5/1/2022
ERIE,PA,9.2,5/1/2022
PHILADELPHIA,PA,9,5/1/2022
PITTSBURGH,PA,7.6,5/1/2022
AVOCA,PA,6.9,5/1/2022
WILLIAMSPORT,PA,6.5,5/1/2022
PROVIDENCE,RI,9.5,5/1/2022
CHARLESTON,SC,8.3,5/1/2022
COLUMBIA,SC,6.6,5/1/2022
ABERDEEN,SD,12,5/1/2022
HURON,SD,11.1,5/1/2022
RAPID CITY,SD,11.7,5/1/2022
SIOUX FALLS,SD,10.9,5/1/2022
CHATTANOOGA,TN,5,5/1/2022
KNOXVILLE,TN,6.2,5/1/2022
MEMPHIS,TN,8.3,5/1/2022
NASHVILLE,TN,6.9,5/1/2022
ABILENE,TX,12.1,5/1/2022
AMARILLO,TX,13.7,5/1/2022
AUSTIN,TX,7.2,5/1/2022
BROWNSVILLE,TX,12.2,5/1/2022
CORPUS CHRISTI,TX,12.6,5/1/2022
DALLAS,TX,10.8,5/1/2022
DEL RIO,TX,10.2,5/1/2022
EL PASO,TX,9.8,5/1/2022
GALVESTON,TX,12.7,5/1/2022
HOUSTON,TX,8.3,5/1/2022
LUBBOCK,TX,13.7,5/1/2022
PORT ARTHUR,TX,9.2,5/1/2022
SAN ANGELO,TX,10.5,5/1/2022
SAN ANTONIO,TX,9.4,5/1/2022
VICTORIA,TX,10.6,5/1/2022
WACO,TX,10.5,5/1/2022
WICHITA FALLS,TX,12.1,5/1/2022
SALT LAKE CITY,UT,9,5/1/2022
BURLINGTON,VT,8.2,5/1/2022
LYNCHBURG,VA,5.9,5/1/2022
NORFOLK,VA,9.9,5/1/2022
RICHMOND,VA,7.9,5/1/2022
ROANOKE,VA,6.5,5/1/2022
WALLOPS ISLAND,VA,9.7,5/1/2022
OLYMPIA,WA,6,5/1/2022
QUILLAYUTE,WA,5.3,5/1/2022
SEATTLE,WA,7.7,5/1/2022
SPOKANE,WA,9.3,5/1/2022
WALLA WALLA,WA,8.3,5/1/2022
YAKIMA,WA,7.5,5/1/2022
BECKLEY,WV,7,5/1/2022
CHARLESTON,WV,4.4,5/1/2022
ELKINS,WV,4.9,5/1/2022
HUNTINGTON,WV,5.5,5/1/2022
GREEN BAY,WI,9.2,5/1/2022
LA CROSSE,WI,8.7,5/1/2022
MADISON,WI,8.4,5/1/2022
MILWAUKEE,WI,10.2,5/1/2022
CASPER,WY,10.7,5/1/2022
CHEYENNE,WY,11.9,5/1/2022
LANDER,WY,7.3,5/1/2022
SHERIDAN,WY,8.3,5/1/2022
GUAM,PC,9.6,5/1/2022
KOROR,PC,5.2,5/1/2022
SAN JUAN,PR,8.1,5/1/2022
BIRMINGHAM,AL,5.4,6/1/2022
HUNTSVILLE,AL,6.1,6/1/2022
MOBILE,AL,6.4,6/1/2022
MONTGOMERY,AL,5,6/1/2022
ANCHORAGE,AK,8,6/1/2022
ANNETTE,AK,7.2,6/1/2022
BARROW,AK,12,6/1/2022
BETHEL,AK,9.7,6/1/2022
BETTLES,AK,5.7,6/1/2022
BIG DELTA,AK,7.6,6/1/2022
COLD BAY,AK,14.9,6/1/2022
FAIRBANKS,AK,5.8,6/1/2022
GULKANA,AK,7.5,6/1/2022
HOMER,AK,7.2,6/1/2022
JUNEAU,AK,6.8,6/1/2022
KING SALMON,AK,9.1,6/1/2022
KODIAK,AK,9.3,6/1/2022
KOTZEBUE,AK,10.7,6/1/2022
MCGRATH,AK,5.3,6/1/2022
NOME,AK,8.9,6/1/2022
TALKEETNA,AK,4.6,6/1/2022
VALDEZ,AK,5.9,6/1/2022
YAKUTAT,AK,5.3,6/1/2022
FLAGSTAFF,AZ,7.1,6/1/2022
PHOENIX,AZ,6.9,6/1/2022
TUCSON,AZ,8.2,6/1/2022
WINSLOW,AZ,9.8,6/1/2022
FORT SMITH,AR,6.1,6/1/2022
LITTLE ROCK,AR,6.3,6/1/2022
BAKERSFIELD,CA,7.8,6/1/2022
BISHOP,CA,8.3,6/1/2022
BLUE CANYON,CA,5.1,6/1/2022
FRESNO,CA,8.3,6/1/2022
LONG BEACH,CA,6.4,6/1/2022
LOS ANGELES,CA,2.1,6/1/2022
REDDING,CA,7,6/1/2022
SACRAMENTO,CA,7.9,6/1/2022
SAN DIEGO,CA,7.2,6/1/2022
SAN FRANCISCO,CA,13.8,6/1/2022
SANTA BARBARA,CA,6.2,6/1/2022
SANTA MARIA,CA,8.4,6/1/2022
STOCKTON,CA,9.7,6/1/2022
ALAMOSA,CO,8.9,6/1/2022
COLORADO SPRINGS,CO,10,6/1/2022
DENVER,CO,8.3,6/1/2022
GRAND JUNCTION,CO,9.4,6/1/2022
PUEBLO,CO,9.2,6/1/2022
BRIDGEPORT,CT,8.6,6/1/2022
HARTFORD,CT,7.2,6/1/2022
WILMINGTON,DE,7.8,6/1/2022
WASHINGTON DULLES,DC,6.3,6/1/2022
DAYTONA BEACH,FL,6.3,6/1/2022
FORT MYERS,FL,6.2,6/1/2022
GAINESVILLE,FL,5.6,6/1/2022
JACKSONVILLE,FL,6.3,6/1/2022
KEY WEST,FL,9.1,6/1/2022
MIAMI,FL,7.5,6/1/2022
ORLANDO,FL,6.9,6/1/2022
PENSACOLA,FL,7.4,6/1/2022
TALLAHASSEE,FL,5,6/1/2022
TAMPA,FL,6.6,6/1/2022
VERO BEACH,FL,7.5,6/1/2022
WEST PALM BEACH,FL,8.2,6/1/2022
ATHENS,GA,5.1,6/1/2022
ATLANTA,GA,7.4,6/1/2022
AUGUSTA,GA,5.1,6/1/2022
COLUMBUS,GA,5.6,6/1/2022
